"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Duplex","I villa garden for sale in mountain view hyde park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","278","4,350,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Apartment forsale in Stone Residence Ready to move","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","175","1,950,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Stand Alone in Pk2 Fully Finished UnderMarketPrice","Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","400","11,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment 4 bedrooms 10 yrs inst, embassy district","De Joya, New Capital Compounds, New Capital City, Cairo","4","3","295","3,835,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Al Shoufat New Cairo Finished Roof Apartment Sale","Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","280","4,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 220m for sale stone residence view pool","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","220","2,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Immediate Delivery Resale Apartment Prime Location","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","200","2,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Own your hotel apartment in Concorde ElSalam Hotel","Nile Business City, Downtown Area, New Capital City, Cairo","2","1","60","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa 300m for sale in Palm Hills Katameya 2    ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","130","2,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa for sale In Lake View L:600 BUE:550 price18M","Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","300","11,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Special Price for Standalone overlooking landscape","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","500","18,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","standalone ready to move for sale in new capital  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","475","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Apartment | palm hills new cairo | Prime Location","Al Maqsad, New Capital Compounds, New Capital City, Cairo","5","4","420","4,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","apartment 145 m 2 bedroom with special view ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","2,820,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","apartment  for sale in Palm Hills New Cairo+garden","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","145","2,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa| Uptown Cairo | Delivered | Emaar","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","176","3,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment with installments Mountain View HydePark","Terencia, Uptown Cairo, Mokattam, Cairo","4","4","472","19,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Duplex","Nakheel Compound Ultra Finish Duplex + 50 m Garden","Al Sadat Axis, The 1st Settlement, New Cairo City, Cairo","3","3","285","3,300,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Very HOT Deal BIULEVARD 208m 4 sale with pool view","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","208","8,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","UNDER MARKET PRICE Villa For Sale In Palmhills EX.","Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","540","9,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","Fully finished Penthouse at mountain view for sale","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","226","11,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Mivida finished apartment with garden 3 bed resale","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","313","11,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Under Market Price Apartment for sale at Sarai","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","166","3,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ ÙÙŠÙˆ Ù…Ù…ÙŠØ² Ù„Ù„Ø¨ÙŠØ¹ Ø¨Ù‚Ø·Ø§Ù…ÙŠØ© Ø¬Ø§Ø±Ø¯Ù†Ø² Ø¨Ø§Ù„ØªØ¬Ù…Ø¹","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","145","3,307,390","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For sale hotel apartment in new capital        ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","188","4,290,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Good price apartment 192m2 for sale at hyde park .","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","2","3","122","1,065,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","Apartment 200m for sale in 5th Settlement.","Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","144","0","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Townhouse","apartment with Garden in stone residence new cairo","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo","5","4","375","5,700,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Hotel Apartment","villa 215m + roof 50m  IL Bosco city +installments","D-Square, Downtown Area, New Capital City, Cairo","1","1","63","1,965,600","6285755857115","https://i.pinimg.com/736x/af/10/ea/af10ea1cbc14f8f32982a5aad4319038.jpg"
"Apartment","Boulevard I Emaar I Installment I fully finished  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","192","2,641,356","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Standalone villa in sodic east sherook city DP 5 %","Street 3, District 1, The 5th Settlement, New Cairo City, Cairo","3","2","200","2,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Standalone villa for sale in Pk1 - New Cairo","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","128","2,911,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","IVilla Garden /MountainView HydePark /3 Bedrooms ","IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","215","2,640,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Lake View Residence - Apartment - Fully Finished","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","133","2,249,177","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment in new capital way new capital compounds","Sodic East, 6th District, New Heliopolis, Cairo","5","5","409","9,508,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Ground Apartment Corner|3 BR | Crescent Mivida","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","7","7","800","14,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa"," apartment  for sale fully finished in palm hills ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","278","4,700,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","With15% Down Payment, Apartment 180 Sqm in Betwatn","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","144","3,360,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Own your apartment in Parklane Compound | OFFER   ","Park Lane, New Capital Compounds, New Capital City, Cairo","3","3","175","2,310,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa Fully Finished with swimming pool for sale ","Madinaty, Cairo","4","6","850","18,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Ø´Ù‚Ø© Ù„Ù„Ø¨ÙŠØ¹ ÙÙ‰ Ù…Ø¯ÙŠÙ†ØªÙ‰ Ø£Ø±Ø¶Ù‰ Ø¨Ø¬Ø§Ø±Ø¯Ù† B2 Ø¨Ø£Ù‚Ù„ Ø³Ø¹Ø± .","Madinaty, Cairo","3","3","177","3,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","TWIN HOUSE 355M VERY PRIME LOCATION VALLEY VIEW","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","6","355","13,850,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale152m Al Marasem  (Fifth Square).","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","2,790,318","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 165m-patio casa el sherouk ready to move","Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo","3","3","165","2,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment For Sale In The Loft New Capital","The Loft, New Capital Compounds, New Capital City, Cairo","3","3","169","1,245,375","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","140 sqm Apartment In Azad Compound, FOR SALE","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","384","4,150,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale 158m . Palm Hills . New Cairo","Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","140","3,140,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment Prime Location For Sale in Eastown Sodic","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","5","4","240","5,900,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment for Sale in Eastown Sodic ready to move","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","158","3,089,140","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Corner twin house 230 m - Fully Finished with Pool","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","217","4,850,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Spectrum Phase | Greenery View | In Installments","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","191","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","For resale 155M APT READY TO MOVE  -  installments","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","230","12,300,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment 140 m|Fourteen Golf Uptown| Catchy Price","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","188","4,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","apt 133 for sale in mountain view prime location.","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","3","2","155","1,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Landscape View | Phase 1 | installments | 3 Beds","The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo","2","2","140","4,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa fully finished at up town ready to move 20%D","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","170","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment 185m+150G in Midtown for sale ","Swan Lake, The 1st Settlement, New Cairo City, Cairo","5","5","388","2,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","For sale Twin house with facilities in new Capital","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","133","2,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa for sale in Katameya Gardens New Cairo","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","138","2,981,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Penthouse 3Bed in Fifth Square|Very Prime Location","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","167","3,700,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","           Apartment 240 m for sale in Al-Banafsag","Abdel Rahman Al Sharkawy St., El Banafseg 9, El Banafseg, New Cairo City, Cairo","4","3","240","2,550,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","own your ready to move unit in the golden square ","Galleria Residences, South Investors Area, New Cairo City, Cairo","2","2","136","2,996,840","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 2 BR in Avenues Mivida | Lowest price","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","140","5,125,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Town House Middle | Palm katameya 1 | palm hills","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","3","370","8,800,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Luxury Standalone ready to move at palmhills 10%DP","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","6","5","294","1,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Stand a lone Villa for Sale in Lake View New Cairo","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","8","8","800","35,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Townhouse Middle at Hyde Park (C17 EXT) 248M     .","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","5","248","1,707,431","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","Mivida Standalone Villa  Direct view to the Lagoon","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","484","20,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","ÙApartment 177m over  7 years ","De Joya, New Capital Compounds, New Capital City, Cairo","3","3","177","2,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Good location - super lux -  open view","Sarayat Al Maadi, Hay El Maadi, Cairo","4","3","250","4,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","I-villa Garden | Fully Finished | ACs | Kitchen","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","180","2,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","villa for sale fully finished in new capital  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","230","5,200,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
